Season,Episode,Character,Line
20,1,Jim,"Hello everyone and welcome back. We are live at South Park Elementary School where the local girl's volleyball team is about to take on the Jefferson Sabers.
"
20,1,Mike,"And, hey Jim, it is packed. Sellout crowds tonight, first time in team history. Everyone turning out to see what's going to happen.
"
20,1,Jim," That's right, Mike. All eyes are of course on fourth grader Nichole Daniels. Will she sit or stand for the National Anthem? 
"
20,1,Mike,"This week with athletes all over the country sitting down for the National Anthem,  the question on everyone's mind is ""What is this little girl gonna do?""
"
20,1,Jimbo,"She's not gonna sit down. Why would she?
"
20,1,Randy,"Screw that. I've got 100 bucks riding on this. Come on, Nichole. Sit on it!
"
20,1,Sports Commentator,"Now please rise for the National Anthem. 
"
20,1,Randy,"This is it.
"
20,1,Mike,"The National Anthem starts. Nichole Daniels seems to be waiting. So far no si... Oh!  And Heidi Turner is sitting down!
"
20,1,Crowd,"Ooh!
"
20,1,Jim,"Might be totally unexpected. All eyes were on Nichole when Heidi Turner comes out of nowhere and sits down.
"
20,1,Mike," And there goes Meghan Ridley! The crowd is going wild. What a turn of events! Let's check in with Dave.
"
20,1,Dave,"And Mike, I've just looked at the girl's Twitter accounts and it appears they are sitting out the National Anthem to protest the harassment and trolling they receive on the Internet.
"
20,1,Mike,"Complete surprise, Dave. Nobody saw this coming. Three girls now sitting down and finally, there goes Nichole.
"
20,1,Randy,"Wow, Yeah, 100 bucks!
"
20,1,Jim,"And, as the anthem draws to a close, this thing is over.
"
20,1,Mike,"The final result, four athletes sitting out of the National Anthem, three of them not even black. A shocker here in South Park, thanks for joining us. 
"
20,1,Stephen,"Oh my god, that was great. 
"
20,1,Referee,"Ah, play ball. 
"
20,1,PC Principal,"Alright, ladies. First of all I wanna say that I completely respect your decision to protest our national anthem. Thought it was sweet. I believe you shed some light on some very important issues regarding gender equality.
"
20,1,Heidi,"What are you doing about Eric Cartman?!
"
20,1,PC Principal,"Ladies, I understand you're upset about the trolling you've received on the Internet, but there is no evidence that Eric Cartman is Skankhunt42.
"
20,1,Wendy,"It is him, it's completely obvious, and nobody is doing anything about it!
"
20,1,PC Principal,"Well he claims that he's been working at changing himself and the world around him.  Send in Mr. Cartman.
"
20,1,Cartman," You wanted to see me, PC Principal?
"
20,1,PC Principal,"Mr. Cartman, I'm gonna ask you one more time, are you or are you not the Internet troll Skankhunt42?
"
20,1,Cartman,"It's ""Skankhunt42"" and no I am not.
"
20,1,Heidi,"He's lying. Make him show you his phone.
"
20,1,Cartman,"Unfortunately, that'd be a breach of my civil rights, but I can assure you, nobody respected you girls' poignant protest more than I did.
"
20,1,Joe Biden,"Fellow Senators, our nation is divided like never before. While people everywhere fight for their voices to be heard, perhaps it is time for us to consider that our national anthem needs to be changed. Americans need an anthem that inspires and excites, an anthem that has something for everyone while still paying tribute to what it once was. I believe there's only one person capable of achieving this.  J.J. Abrams.
"
20,1,Senators," J.J. Abrams!
"
20,1,Joe Biden,"He saved Star Wars, and now we will ask him to save our country.
"
20,1,Lady Senator," Mr. Abrams? Mr. Abrams, we need to speak with you.
"
20,1,Male Senator,"Look, there. 
"
20,1,Lady Senator," Mr. Abrams I speak on behalf of Americans everywhere. We've come to ask you to reboot the national anthem. Please Mr. Abrams. We know you've been asked to reboot a lot.
"
20,1,Senator 2," We know you're tired.
"
20,1,Lady Senator,"We know you're tired.
"
20,1,Senator 3," What do you say, sir? We all want something new and that makes us remember the things we lost. We want to 'member! We need your 'member berries! 
"
20,1,Male Senator,"One light means yes, two lights means no. 
"
