Season,Episode,Character,Line
24,1,Butters,"Hey, Dad, do you think maybe we could go to Build-A-Bear today?
"
24,1,Stephen,"Butters, for the last time, you can't go to Build-A-Bear!
"
24,1,Butters,"But they said they were open again, so I-
"
24,1,Stephen,"Yes, they're open, but we are not the Johnsons, and we do not go to nonessential businesses when it's nonessential!  Hey, do you people mind?! You're supposed to wear your mask over your nose. Looks like you're wearing a diaper for your chin. Chin diapers don't help.  What the? What's going on now?!
"
24,1,Roger Donovan,"Something at the town square. Everyone's gathering!
"
24,1,Stephen,"Well are we protesting or are we rioting?
"
24,1,Roger,"No no, it's something to do with the pandemic. Something big is going on.
"
24,1,Stephen,"Stay here, Butters. 
"
24,1,Randy,"Hey everybody. Can everyone hear me okay? Thanks for turning out, everyone. You know, we've all been through a lot these past several months. We've shut down and people have lost their businesses, lost their livelihoods. I also own a small business. I sell weed, and I have to say ... I'm actually doing pretty good. Amazing.  Tegridy Farms weed has seen a 400% increase in sales since the shutdown in March. I see Thomas Turner out there . Thomas opened a restaurant in SoDoSoPa... doesn't seem like such a good idea now, does it, Turner?  And there's Marley Jarvis, who owned and operated her own tanning salon. Whoops. But I just can't stand here and gloat, because Tegridy Weed is about giving back to people. And that's very proud to announce... that Tegridy Weed is having a Pandemic Special!  And all-new hybrid of our best weed sold at nearly 10% off our usual price. Not only that, but when you buy three pounds or more of the Pandemic Special you get a complimentary Pandemic 2020 bong . We are a community. Let's all be together... with Tegridy. 
"
24,1,Randy,"I think people are really excited. What do you think?
"
24,1,Sharon,"A pandemic special, Randy?! Really?!
"
24,1,Randy,"What?
"
24,1,Sharon,"People are hurting! People are dying, Randy! And all you can think about is making a special about it?
"
24,1,Randy," I'm doing positive to try and help. People really need this right now.
"
24,1,Sharon,"You are a child, Randy! These are very serious times and nobody wants or cares about your stupid special right now!
"
24,1,Randy," We'll see if they like my special.
"
24,1,Cartman,"Wow! 

Another day inside, don't have to do a thing. I love you, social distancing.
No one's around, no one's talking to me. Social distancing, I'm free!
Don't have to brush my teeth or shower. For what?
I can sit on the toilet for hours. As long as I want.
'Cause no one's saying to me ""You kids should go outside and do something.""


 Oh! 9:00 A.M. Time for school! 

"
24,1,Mrs. Nelson,"Good morning, guys. Everyone ready to start school?  
"
24,1,Clyde,"Good morning.
"
24,1,Wendy,"Hello.
"
24,1,Kyle,"Hi.
"
24,1,Sef Furman,"Hello.
"
24,1,Stan,"I'm, I'm here.
"
24,1,Mrs. Nelson,"Okay, I think we're all here. I see Jimmy and Clyde are on now. Eric, are you there?
"
24,1,Cartman,"Yes, teacher, I'm here. I can't wait to start  schoo... schoo... schoo... oo... oo...
"
24,1,Mrs. Nelson,"Oh, no, Eric, I think your computer is freezing up again. 
"
24,1,Cartman,"Oh, no? Can you guys hear me? I just said eh... eh... eh... eh...
"
24,1,Mrs. Nelson,"Eric, you'll just have to listen again, okay? Best you can. So let's start today, guys, by going over yesterday's grammar examples.  Wendy, can you read the first one?
"
24,1,Cartman,"
I'm cut off from the world, isolated, alone. This is what I can existencing. No one can touch me or boss me around. Social distancing-

 
"
24,1,Liane," Eric, aren't you supposed to be on your Zoom call?
"
24,1,Cartman," 
Stay away from me, Mom, yeah. You've got to keep your social distance. 'Cause all I'm gonna do is sing about how much I love you and need you, social distancing

 
"
24,1,Liane,"Sweetie, I know these are challenging times.
"
24,1,Cartman,"Yeah Social distancing, Mom.
"
24,1,Liane,"But we all still have to try and do our work.
"
24,1,Cartman," Computer keeps freezing, Mom. Maybe, if you were an essential worker, we could afford faster Internet.
"
24,1,Liane,"I at least need you to get some of your homework done, okay? And then m-maybe take a shower.
"
24,1,Cartman,"Oh, what a folly a shower seems when my generation is being denied their lives. I can't see my friends. I can't even go to school. How I miss Kyle. Heh heh heh heh.
"
24,1,Liane,"Sweetie, it's all going to be over soon. They're actually talking about school opening up again in a few days! 
"
24,1,Cartman,"What... the fuck... are you talking about?
"
24,1,Liane,"There's going to be a big meeting. Sounds like they're trying to get you, kids, back in school!
"
24,1,Cartman,"We can't go back to school: there's a fucking pandemic.
"
24,1,Liane,"But they're talking about maybe staggering you kids every other day.
"
24,1,Cartman,"They can't do that!
"
24,1,Liane,"Eric, you're going to be able to be with all the other kids again!
"
24,1,Cartman,"Oh no, I see! There's all this horrible stuff going on in the world, but apparently, Cartman's life doesn't matter! 
"
24,1,Liane," Eric, you can't-
"
24,1,Cartman," Ahp! Get back! Get back! 6 feet, Mom! 6 fucking feet! 
"
24,1,Randy," Okay, thank you very much! Hope you enjoy the Pandemic Special!  Hi, you here for the special? Here you go.
"
24,1,Sharon,"How was school, Stanley?
"
24,1,Stan,"It's not school! It's a freakin' joke. We're not even learning anything.
"
24,1,Sharon,"I know this has all been really hard on you, Stanley. Do you wanna talk about it?
"
24,1,Stan,"No, I'm fine, Mom! You know, I'm strong. I'm just worried about how this is all affecting weaker kids like, you know, like Butters.
"
24,1,Sharon,"Yeah. Well, it's nice you care about our friend, but if you need to talk... I know this is really hard on everyone.
"
24,1,Randy," Well, that's it, guys. We have run out of weed for the day.  Oh, hang on. Sorry, uh, didn't somebody say the pandemic special was a bad idea?
"
24,1,Sharon,"I wasn't saying you wouldn't make money, I was saying maybe that's not what should matter right now!
"
24,1,Randy,"Oh, come on, think about it. Do you even know anyone personally who's dying of COVID?
"
24,1,Sharon,"Yes! My brother Jimbo, who is in the hospital!
"
24,1,Stan,"Yeah, Uncle Jimbo.
"
24,1,Randy,"Jimbo's a fat alcoholic who'd be in the hospital anyway. All I'm saying is that we let some dirty virus from ""China"" completely upend our lives and shut us down!
"
24,1,Sharon,"Please do not quote the President in front of our child!
"
24,1,Randy,"Sharon, I went to China, remember? Last season? I went there to sell our weed and ended up hanging out with Disney and Mickey Mouse. You remember all that? I know what China's like. Doesn't surprise me all this shit came from there.
"
24,1,Shelly," We're going back to school!
"
24,1,Sharon,"What?
"
24,1,Shelly," They're gonna let us go back to school! 
"
24,1,Anchor Tom,"The Park County School District is holding a parent meeting tomorrow, and officials are hopeful that students can return to school on Monday.
"
24,1,Stan,"Wow, that's great!
"
24,1,Sharon,"Oh, I don't know if this is a good idea.
"
24,1,Anchor Tom,"The openings come on the heels that scientists are getting closer to finding the origins of the COVID pandemic
"
24,1,Chief Scientist,"Y-yes, we've been able to trace the virus and confirm that it did, in fact, come from a seedy part of China.
"
24,1,Randy,"HA. Told ya! 
"
24,1,Chief Scientist,"And, in fact, we've pinpointed the virus to a certain bat in Wuhan.
"
24,1,Randy," A bat in Wuhan?
"
24,1,Chief Scientist,"What we still don't understand is, how did a transmitted disease get from a bat to a human? How can a virus jump species like that? We just don't know.
"
24,1,Randy,"Hello. Oh, Oh hey!  You could use some, Tegridy, China! 
"
24,1,Mickey Mouse,"Here's to China! Haha.
"
24,1,Randy,"To China!
"
24,1,Randy,"Boy, you sure know how to party, Mick!
"
24,1,Mickey,"Oh my God! Look at her! Haha! She's so hot! 
"
24,1,Randy,"I think that's a bat.
"
24,1,Mickey,"Yeah! It's a bat! It's a mouse, with wings!
"
24,1,Randy,"Hey, Mick? Where'd you go? 
"
24,1,Mickey,"Haha, haha. Oh boy!
"
24,1,Randy,"Oooh!
"
24,1,Mickey,"Haha! Randy, you gotta try it! Go ahead, take a turn!
"
24,1,Randy,"
"
24,1,Stan,"If they're letting us go back to school, then soon we can get back to everything! I mean, doesn't this mean things are finally going back to normal? Dad?
"
24,1,Randy,"I gotta go! 
"
24,1,Mickey,"Then sell fucking Epcot Center! If we can't get people on the rides, then sell the fuckin' thing!  No, no, no! I said MORE Mandalorian!  Jesus Christ! We're fucking dying here!  What?! Fucking what?! Haha.
"
24,1,Randy,"Hey, it's Randy Marsh From, from Tegridy Farms?
"
24,1,Mickey,"What do you want, Marsh?! I'm in the fucking weeds here!
"
24,1,Randy,"Look, um, do you remember when we fucked that bat in Wuhan?
"
24,1,Mickey,"I've fucked a lot of bats!
"
24,1,Randy,"Well, I've only fucked one! I remember. Right after, I got really sick, and this was all back in October.
"
24,1,Mickey,"Jesus Christ, you fucker! You started all this!
"
24,1,Randy,"You told me to fuck the bat!
"
24,1,Mickey,"You didn't quarantine yourself after you got home?!
"
24,1,Randy,"Nobody knew anything about COVID when I fucked the bat! I thought I just came back from China with the flu! Look, we can't let scientists find that bat. My wife is crazy. If she finds out I started the pandemic, she's gonna be a total bitch about it. 
"
24,1,Cartman,"Dude, you are not gonna believe this.
"
24,1,Kyle,"What are you doing here??
"
24,1,Cartman," Is your dad home, Kyle? We need to talk to a lawyer! Mr. Broflovski?!
"
24,1,Kyle,"Dude, get out of my house! If you wanna talk, we can go outside!
"
24,1,Cartman,"They're gonna try and make us go back to school.
"
24,1,Kyle," Dude, you could be spreading germs! 
"
24,1,Cartman,"Maybe you didn't hear me, Kyle! They want us to go back. To school!
"
24,1,Kyle,"So?
"
24,1,Cartman,"""So?"" What the fuck is-? You really wanna go back to that slavery?!
"
24,1,Kyle,"I want an education! I want to be able to compete for a job when I get older!
"
24,1,Cartman,"You crazy, psychotic... Kyle, we need to get a lawyer to stop schools from forcing us back! Now, whatever your messed-up beliefs are about ""wanting to go to school""
"
24,1,Kyle,"You really wanna spend the next year on Zoom?
"
24,1,Cartman,"You don't have to be on Zoom, there's a million ways around it! Mark my words, Kyle: first they'll force us back to school, then they'll take social distancing away from us completely, and I'll be out of my room having to hang out with you!
"
24,1,Kyle,"You're out of your room hanging out with me now!
"
24,1,Cartman," Oh my God. They won't get away with this!
"
24,1,Man with Orange Shirt,"Hey! Excuse me , y-you're Randy Marsh, right?
"
24,1,Randy,"Uh... m-maybe.
"
24,1,Man with Orange Shirt,"Yeah. Look man, I just wanna say thanks, you know? The Pandemic special is really amazing.
"
24,1,Randy,"Oh, yeah. Cool. Thank you.
"
24,1,Man with Orange Shirt,"Nono, listen. You... you're awesome! All this horrible stuff going on and... well, you come along and try to fight it!
"
24,1,Randy,"Okay, thanks.
"
24,1,Man with Orange Shirt,"Y-you see, I... I lost my wife... to the virus. My kids, I... I don't even know how to talk to them, you know. Just... just thank God for your Pandemic Special. Thank God. It's a great special, it really is.
"
24,1,Randy,"Okay.
"
24,1,Man with Orange Shirt,"No, it's an awesome special. And i-and it was a great idea to do a special.
"
24,1,Randy,"Okay okay, just stop! 
"
24,1,Mr. Mackey,"M'kay, welcome, parents, to this all-school town meeting to talk about how we're gonna get your kids back into the classroom. Can everyone hear me okay?  Okay, well, parents, we've made some amazing adjustments and hirings, m'kay? We believe we can welcome students back on Monday. M'kay?
"
24,1,Sheila,"How are you going to do this?
"
24,1,Stephen,"Yeah, what happens when my son is sitting in a room with Craig Tucker, whose father doesn't even wear a mask outside?
"
24,1,Thomas,"Oh, here we fucking go again! Stop mask shaming, Stotch!
"
24,1,Stephen,"Well, it's really not a mask if you wear it down around your chin. That's a chin diaper.
"
24,1,Thomas,"There's no real proof that a mask even fuckin' does anything!
"
24,1,Stephen,"Spoken like a true redneck!
"
24,1,Carol McCormick,"Oh, fuck you! 
"
